queryid,documentid,answer,exact,f1
251445,4227614,can’t last for a long time,0,0.8333333333333333
550331,4229636,8 year olds and over,0,0.7499999999999999
831052,4231748,a slow steady rise in Earth 's surface temperature,0,0.8421052631578948
886332,128110,7,0,0.6666666666666666
1100106,4257861,Ignotus Peverell and Linfred of Stinchcombe,0,0.0
563995,4261341,"radio receiver that can automatically tune, or scan, two or more discrete frequencies",1,1.0
1092259,4262105,1-888-221-1161,1,1.0
551413,42676,18-34,0,0.4
38946,4269358,0.08 percent,0,0.5
910870,4278602,Porsche,0,0.2857142857142857
1089670,4283626,Hematuria,1,1.0
760512,428985,The Internet Protocol,0,0.1904761904761905
275528,4294906,29,0,0.125
1020915,4301870,3. a form produced by reducing; a copy on a smaller scale,0,0.11764705882352941
85095,430598,Wiping from back to front after a bowel movement,1,1.0
256783,4310356,two weeks to eight weeks,0,0.6666666666666666
273449,431349,one day,0,0.16
992840,4313602,Organizational culture,0,0.0
188714,4321745,Cinnamon,1,1.0
2,4339068,a type of nuclear receptor,0,0.29629629629629634
66707,4353055,Dolphins don't have the ability to smell,1,1.0
649893,4353583,"arbitrary denial of life, liberty, or property",0,0.4117647058823529
339934,4366726,8 to 10 weeks,0,0.5
221664,4369406,In a large stew pot,0,0.12903225806451613
1053992,436967,Richard Milhous Nixon,1,1.0
959589,436967,"April 22, 1994",0,0.0
691055,4374679,one born around the turn of the millennium,0,0.8
833507,4379802,Feldspar. Feldspar,0,0.22222222222222224
911032,4394302,covalent andhydrogen,1,1.0
717563,4422025,means you can use them with different networks,0,0.8421052631578948
1058141,4422656,"1 of two points, lines",0,0.12500000000000003
1088875,4428447,Joe Don Baker / Bo Svenson,1,1.0
503381,4449328,US survey mile,0,0.0
659247,447379,Clifton James,1,1.0
290488,4476405,13 or 16 digits,0,0.5333333333333333
77034,4482428,"You may drink water, but no juice, tea or coffee",0,0.5714285714285715
591993,448393,fungi,0,0.08695652173913045
362845,4538702,requiring students to simply demonstrate a financial need through a FAFSA form,0,0.4255319148936171
28216,455251,between 6 and 8 weeks,0,0.6666666666666666
984434,4568500,The Reach,0,0.4
166625,4575609,intestinal permeability,0,0.0
870348,4576814,a rock composed of one or more serpentine group minerals,0,0.9
740876,45888,99.9905490555 percentile,0,0.0
971233,4589415,outside of the polar areas,0,0.0
458774,4589509,Fox News,1,1.0
277459,4608341,228,0,0.2857142857142857
1038849,4619983,Kara-Zor-El,1,1.0
1097298,4622456,four-cylinder,0,0.6666666666666666
486512,4647944,A1 you have =A2,0,0.0
645343,4662804,help you keep track of outstanding debits to your account,0,0.4651162790697675
1047152,4665394,Vanessa Hudgens,1,1.0
1096870,4671223,20 oz,0,0.19999999999999998
154633,4671299,1.5 x 10^8,0,0.4615384615384615
449235,4678132,taxation,0,0.08695652173913045
706342,4681893,A batch file,0,0.4444444444444445
210690,4688552,they will be installed,0,0.0
992618,4692413,Oconee County,0,0.5
203688,4693173,1947 - Present): 8.75%.,0,0.5454545454545454
972064,131864,your back and lower abdomen,0,0.5714285714285715
329114,471602,between $6.37 and $8.77,0,0.2857142857142857
243139,4717543,up to one year,0,0.5333333333333333
1098556,4729788,1775–1783,1,1.0
748997,4730338,Dodd-Frank Wall Street Reform and Consumer Protection Act,0,0.0
271038,4765747,16 months,0,0.16666666666666669
183046,4768536,a great reporting tool,0,0.3
1043914,4771283,over-the-counter remedies,0,0.0
323382,4778293,34 cents,1,1.0
1047012,4783316,Amanda Blake,1,1.0
1024312,4787234,Februa,0,0.07407407407407407
689700,4788847,Latte Macchiato is a lot like a caffe latte,0,0.42424242424242425
563359,4794763,"a trite, meaningless, or prosaic statement",0,0.47619047619047616
96602,4797535,"something that usually happens along with, or right after, another event",1,1.0
830973,4814057,for example,0,0.15384615384615385
782253,4814476,a universal file format,0,0.5454545454545454
185397,4821690,Aventador LP 750-4 Superveloce,1,1.0
185879,4846315,a communication expressly advocating the election or defeat of a clearly identified candidate,0,0.4444444444444445
928572,4858036,2007,0,0.18181818181818182
1011860,486011,Hydrocodone vs. Oxycodone,0,0.23529411764705882
357162,4878458,on regular basis,0,0.18181818181818182
1082792,4879323,"transporting, modifying, and packaging",0,0.34782608695652173
1087114,4885390,"pain, blood clots, or skin ulcers",1,1.0
848478,4886226,"7.75%,",1,1.0
991590,4893228,Queens,0,0.06666666666666667
484551,4902384,a Spanish-language newspaper,0,0.33333333333333337
574002,490553,cortisol,1,1.0
19940,490992,Toxic substances,0,0.33333333333333337
929046,491287,1979 and 2017,0,0.13043478260869565
885153,4913880,The cornea,1,1.0
929046,491288,1970,1,1.0
174273,491306,yellow or green mucus is a clear sign that you have an infection,0,0.0
476977,49241,36 per Km2,1,1.0
921173,4927836,882 feet and 9 inches,1,1.0
644746,493167,an essay in a newspaper or magazine that gives the opinion of the writer,0,0.5882352941176471
1022442,4944453,a purchase of a smaller firm by a larger one,1,1.0
1084906,494823,Viral infections,1,1.0
476807,4969080,the back part of the leg behind the knee joint,1,1.0
580411,4984328,real estate development,0,0.0
762558,4999158,a type of court proceeding,0,0.31578947368421056
917789,5014531,a collection of ancient Sanskrit texts,0,0.5263157894736842
155234,502713,Tire width is one of the only tire size factors that can influence gas mileage,0,0.23529411764705882
165480,5034699,It works by affecting certain minerals (sodium and potassium) inside heart cells,0,0.8
1051571,5049881,heavy metal,0,0.8
999086,5080241,"Morgantown, West Virginia",1,1.0
998735,5081578,southern Nassau County,0,0.42857142857142855
918324,5092783,Mary Kay and Johnny,1,1.0
1044755,5093512,when you develop end stage kidney failure,0,0.45161290322580644
565696,5097336,Mac Operating Systems,0,0.4
795991,5109723,an evolution of how to apply a framework for integrated service management,0,0.7692307692307693
544277,5121196,warm 24°C (75°F).,0,0.8
1003334,5152626,"Washington, D.C.,",0,0.4
45924,5167800,November,0,0.15384615384615385
856568,517000,metaphorical statement,0,0.3076923076923077
315131,5176354,$109 to $214,0,0.375
701390,5182978,"one who doesn't undergo any significant change in character, personality or perspective",0,0.7741935483870968
1080495,5183908,60,0,0.6666666666666666
952388,5202412,September and October,0,0.25
1096694,5228964,30–40 years,0,0.17391304347826084
64711,5235433,they usually aren’t ready to sleep through the night,0,0.26666666666666666
69871,5241038,will not change the color of your hair,0,0.3684210526315789
873914,525264,90/60,0,0.0
314907,526189,$100 a square foot,0,0.24000000000000002
844211,5268318,to transport gases to and from the circulatory system,0,0.26229508196721313
571103,5273629,the shape of the illuminated (sunlit) portion of the Moon,0,0.5185185185185185
1050857,5269929,Khaled,0,0.18181818181818182
905766,5275249,Central Standard Time Zone,1,1.0
1070867,5278855,Writing job descriptions is an important step in planning your staffing programs,0,0.12903225806451613
1082263,5289525,residual heat from planetary accretion,0,0.0
840053,529990,over 191.71 million,1,1.0
1011860,5302298,oxycodone,0,0.04166666666666667
220495,5312144,in the top 6 of soil,0,0.0
640103,5323651,$3.09 - $6.10 per square foot,0,0.37037037037037035
741392,5324342,the difference between the length minus the weight,1,1.0
583916,533017,"appendicitis, gallstones, kidney stones",0,0.18604651162790695
1084582,537325,print,0,0.0
750421,5382338,the generation of Americans born between 1965 and 1984,0,0.7692307692307693
414155,5390183,can also result in heartburn,0,0.25
149221,5401809,They are about the size of or a little larger than a honeybee,0,0.4
1037188,5403877,VGA connection cable,0,0.14634146341463414
971213,5416023,on the crest of a wind-swept prairie hill,0,0.1
863817,5417029,a polysaccharide,0,0.25
1083846,542028,will be erased,0,0.19354838709677416
872632,5422375,a language derived from the Geez,1,1.0
969023,5427712,Cyprus,0,0.0
479379,543240,Latin,0,0.0
243712,545561,7 minutes,0,0.5714285714285715
117977,5459057,congenital joint contractures in two or more areas of the body,0,0.7142857142857143
1011925,5464614,a specialist fighter,1,1.0
556166,5468582,natural fibre found in the walls of animal intestines,1,1.0
264284,5471184,about 30 minutes,0,0.2727272727272727
1099072,5475009,seven years,0,0.0
790110,5483197,"lower cholesterol, improve blood circulation, and improve digestion",0,0.6399999999999999
549135,5484835,Platelet-derived growth factors,0,0.0
189312,5492263,"orange juice, oatmeal, and breakfast  cereal",0,0.14285714285714288
1007972,5501299,"They have shareholders, directors and officers",0,0.0
818798,5501299,"They have shareholders, directors and officers",0,0.0
290585,5504239,37.5,0,0.0689655172413793
929473,5506182,a court order,0,0.1904761904761905
1099488,552451,To form scar,0,0.0
1086933,5529138,"Dry Leclanche (carbon-zinc), alkaline and lithium",0,0.5
54307,5533591,"an act, often a crime",0,0.5
1064852,5539709,A lengthy illness,0,0.23529411764705882
789332,5553013,a non-surgical therapy,0,0.21052631578947367
326410,5572869,0.64 to 0.82 grams,0,0.4444444444444445
295135,5576567,eighth,0,0.0
740263,5578949,preventative health program,0,0.0
270521,5579807,8 to 12 hours,0,0.7272727272727273
248385,5581,From 45 days to seven years,0,0.8333333333333334
810242,559109,physical and psychological issues,0,0.6153846153846153
486370,5611684,REDBONE means Light skinned colored person,1,1.0
1098111,5616677,10 days,0,0.16666666666666669
176994,562230,a module that contains functions and data that can be used by another module,0,0.6046511627906976
333434,5623462,62,0,0.18181818181818182
259128,5626608,12 hours,1,1.0
681791,5649493,"removes (doffs) bobbins, pirns or spindles",0,0.3636363636363636
153588,5671274,12 miles or 19 kilometers,1,1.0
412352,5680372,you cannot deduct the cost of home improvements,0,0.5833333333333334
657204,570021,Achaemenid Persian Empire,0,0.2608695652173913
241246,5729188,5 minutes or even longer,0,0.5555555555555556
758909,5735433,inductance or electrical induction,0,0.8
505107,5746718,placebo effect.,0,0.0
1098422,5751034,3 months,0,0.6666666666666666
168238,5754653,add lemon juice,0,0.5
767248,5767463,a degeneration of the discs in the lower spine,0,0.41379310344827586
245921,5770375,10 days to 2 weeks,0,0.4
316803,5779254,"$1,000 to $3,000",0,0.4615384615384615
183874,5783988,two types differ in density,0,0.5
679878,5786828,severability of interest,0,0.0
976941,579792,North of Riften or South East of Windhelm,0,0.5517241379310345
744891,581293,a cup of coffee brewed expressly for you,0,0.9333333333333333
60677,5832346,60,0,0.25
616415,58347,1775-,0,0.0
907334,5838199,nuts,0,0.11764705882352941
773858,5859782,milk of the domestic Italian water buffalo,0,0.7499999999999999
994311,5873659,lower left corner,0,0.375
1091450,5928214,"3,677",0,0.25
428847,594812,Roth IRAs do not require withdrawals until after the death of the owner,0,0.1111111111111111
546956,5963925,"fatigue, joint pain, fever, and a lupus rash",0,0.7272727272727273
1017892,5975,Teddy Roosevelt,0,0.3636363636363636
717763,598109,"hives, tongue swelling, vomiting, and even shock",0,0.8750000000000001
190078,598292,low-fat foods,1,1.0
566946,599391,"forebrain, midbrain, and hindbrain",0,0.5333333333333333
403793,6000672,racquet sport,0,0.6666666666666666
249821,6006595,30-60 minutes,0,0.3636363636363636
1098322,6008284,six months,0,0.0
47741,6009067,$2.50-$4.50 per square foot,0,0.8
31222,6009843,between 86 and 89 degrees Fahrenheit (30 to 32 degrees Celsius).,0,0.7096774193548387
320051,6010807,1/8 teaspoon,0,0.23529411764705882
784700,602255,Premenstrual dysphoric disorder,0,0.1621621621621622
628085,602585,"planning, execution and closing of any project",0,0.45161290322580644
119168,6026668,consistent coherent style a coherent argumentb,0,0.625
568895,6026974,over 100,0,0.23529411764705882
514851,6031498,2/3rds,0,0.18181818181818182
242061,6034688,10 days,0,0.14814814814814814
117728,6045642,a person or thing that is different from what is usual,0,0.6451612903225806
1022762,6046885,"vitamins B6, B12, and folic acid",0,0.8
1008947,6048070,25% of income,0,0.375
256192,605482,up to 90 days,0,0.8
503390,6057028,Statute Of Limitations,0,0.09523809523809525
947466,6061616,when the treaty of peace was signed by the British in Paris in 1783,0,0.923076923076923
211621,6105995,1.0936133,0,0.4
969066,6108439,"Asia Minor and spread from Iran, Syria and Palestine",0,0.6
1049456,6121038,treat symptoms of depression,0,0.8571428571428571
909221,6124696,oak,0,0.2857142857142857
708517,613301,a form of marketing communication used to promote or sell something,1,1.0
474234,614329,felt as if it were arising in an absent or amputated limb or organ,0,0.962962962962963
729672,6147967,a bus that is hired by a person or organization,0,0.6399999999999999
584727,616123,a change in price causes the quantity demanded to change,1,1.0
321951,6164706,$150 million,0,0.21052631578947367
486274,6166672,disqualify oneself (as a judge) in a particular case,1,1.0
558548,6212597,extraordinary circumstances,0,0.19999999999999998
678913,6225607,Common spanish (idiom somewhat) vulgar,0,0.5714285714285715
515317,6227469,the endurance of systems and processes,1,1.0
654633,626512,thicker,0,0.0
920885,6267290,"January 30, 1933",0,0.2222222222222222
115930,6269504,211391825,0,0.0
634174,6271183,the point that the author wants you to remember most,1,1.0
139239,6286892,a type of woven tufted fabric,0,0.37037037037037035
278074,629903,400,0,0.0
804523,6311439,DAL,1,1.0
517117,6315263,fractional number in which one or more numbers after the decimal point repeats indefinitely,1,1.0
652556,6327761,can also be represented in terms of area,0,0.1875
478295,6359963,"51,166",1,1.0
64179,6368810,urinary problems in aging men,1,1.0
1101341,63720,Schistosomiasis,1,1.0
1091941,637843,the movement of a solvent across a semipermeable membrane,0,0.7058823529411764
12903,6381284,a person's age is unfairly used as a factor in his or her employment,0,0.8
107812,6387753,$135,0,0.5
75608,6388976,you must show that your household income is sufficient to support your family,0,0.6046511627906976
634113,6412053,Clinical Decision Unit,1,1.0
1041043,6419354,taxation structure,0,0.3076923076923077
818798,6419354,taxation structure,0,0.16666666666666669
373121,6421434,Put your lids in a small saucepan,0,0.17647058823529413
1086022,6425089,"bacteria, fungus, and dead cells",0,0.3448275862068966
190307,6434719,fruits,0,0.6666666666666666
782417,6440626,Bacterial and fungal infections,0,0.4285714285714285
190307,6450955,Morning Low Cholesterol Foods,0,0.0
865384,6511070,a noninvasive diagnostic test,0,0.17142857142857143
